0x0	0xd
0x4e07B0x3195B0x329aB0x589	0x4e0eB0x3195B0x329aB0x589
0x33c7B0x65e	0x33d6B0x65e
0x4e07B0x3195B0x33deB0x65e	0x4e0eB0x3195B0x33deB0x65e
0x4e1eB0x31aaB0x33ecB0x65e	0x4e25B0x31aaB0x33ecB0x65e
0x1ca4B0x706	0x1cb1B0x706
0x1cb9B0x706	0x1cd3B0x706
0x1cdbB0x706	0x1ce2B0x706
0x1d1aB0x706	0x1d20B0x706
0x1cf6B0x706	0x1d10B0x706
0x1ce2B0x706	0x1ceeB0x706
0x3551B0x75a	0x355fB0x75a
0x4e63B0x325aB0x3567B0x75a	0x4e6aB0x325aB0x3567B0x75a
0x1ddeB0x770	0x1de3B0x770
0x1e1dB0x770	0x1e29B0x770
0x1e3dB0x770	0x1e43B0x770
0x1e7bB0x770	0x1e82B0x770
0x1eabB0x770	0x1ebfB0x770
0x1edeB0x770	0x1eeaB0x770
0x1e82B0x770	0x1e8aB0x770
0x438cB0x36d6B0x3b9cB0x1f08B0x770	0x4395B0x36d6B0x3b9cB0x1f08B0x770
0x4371B0x36d6B0x3b9cB0x1f08B0x770	0x437aB0x36d6B0x3b9cB0x1f08B0x770
0x438cB0x36d6B0x3ba8B0x1f08B0x770	0x4395B0x36d6B0x3ba8B0x1f08B0x770
0x4371B0x36d6B0x3ba8B0x1f08B0x770	0x437aB0x36d6B0x3ba8B0x1f08B0x770
0x32b1B0x7c2	0x32c0B0x7c2
0x4e07B0x3195B0x32c8B0x7c2	0x4e0eB0x3195B0x32c8B0x7c2
0x4e07B0x3195B0x32d6B0x7c2	0x4e0eB0x3195B0x32d6B0x7c2
0x4deaB0x4303B0x434dB0x3679B0x81f	0x4df3B0x4303B0x434dB0x3679B0x81f
0x3284B0x841	0x3292B0x841
0x4e07B0x3195B0x329aB0x841	0x4e0eB0x3195B0x329aB0x841
0x2234B0x895	0x2250B0x895
0x228aB0x895	0x2295B0x895
0x229dB0x895	0x22b7B0x895
0x22bfB0x895	0x22c6B0x895
0x2300B0x895	0x230cB0x895
0x2314B0x895	0x232eB0x895
0x2336B0x895	0x233dB0x895
0x254cB0x2377B0x895	0x256aB0x2377B0x895
0x2572B0x2377B0x895	0x258bB0x2377B0x895
0x357eB0x343	0x3590B0x343
0x4e63B0x325aB0x3598B0x343	0x4e6aB0x325aB0x3598B0x343
0x4e7aB0x326fB0x35a6B0x343	0x4e81B0x326fB0x35a6B0x343
0x4e35B0x31bfB0x35b7B0x343	0x4e3cB0x31bfB0x35b7B0x343
0x4e35B0x31bfB0x35c8B0x343	0x4e3cB0x31bfB0x35c8B0x343
0xbebB0x33c	0xc22B0x33c
0xc7bB0x33c	0xc98B0x33c
0xcaaB0x33c	0xcafB0x33c
0xd07B0x358	0xd0cB0x358
0xd46B0x358	0xd52B0x358
0xd5aB0x358	0xd74B0x358
0xd7cB0x358	0xd83B0x358
0xde8B0x358	0xdefB0x358
0xe29B0x358	0xe35B0x358
0xe3dB0x358	0xe57B0x358
0xe5fB0x358	0xe66B0x358
0xeb3B0x358	0xebaB0x358
0xf07B0x358	0xf0fB0x358
0xf5aB0x358	0xf61B0x358
0xfb4B0x358	0xfbcB0x358
0x1082B0x358	0x1095B0x358
0x109dB0x358	0x10b7B0x358
0x10bfB0x358	0x10c6B0x358
0xffaB0x358	0x1003B0x358
0x1119B0x3ac	0x111eB0x3ac
0x3508B0x439	0x3516B0x439
0x351eB0x439	0x3534B0x439
0x322cB0x353cB0x439	0x3239B0x353cB0x439
0x3166B0x3241B0x353cB0x439	0x317aB0x3241B0x353cB0x439
0x411bB0x3241B0x353cB0x439	0x412eB0x3241B0x353cB0x439
0x43dcB0x3161B0x3241B0x353cB0x439	0x43f3B0x3161B0x3241B0x353cB0x439
0x135aB0x4a1	0x1376B0x4a1
0x13b0B0x4a1	0x13bcB0x4a1
0x13c4B0x4a1	0x13deB0x4a1
0x13e6B0x4a1	0x13edB0x4a1
0x1438B0x4a1	0x143fB0x4a1
0x147cB0x4a1	0x1485B0x4a1
0x3344B0x6dd	0x3356B0x6dd
0x338eB0x6dd	0x33a7B0x6dd
0x4e07B0x3195B0x335eB0x6dd	0x4e0eB0x3195B0x335eB0x6dd
0x4e07B0x3195B0x336cB0x6dd	0x4e0eB0x3195B0x336cB0x6dd
0x4e63B0x325aB0x337dB0x6dd	0x4e6aB0x325aB0x337dB0x6dd
0x31feB0x33afB0x6dd	0x320bB0x33afB0x6dd
0x3124B0x3213B0x33afB0x6dd	0x3138B0x3213B0x33afB0x6dd
0x40eaB0x3213B0x33afB0x6dd	0x40fdB0x3213B0x33afB0x6dd
0x43dcB0x311fB0x3213B0x33afB0x6dd	0x43f3B0x311fB0x3213B0x33afB0x6dd
0x3508B0x731	0x3516B0x731
0x351eB0x731	0x3534B0x731
0x322cB0x353cB0x731	0x3239B0x353cB0x731
0x3166B0x3241B0x353cB0x731	0x317aB0x3241B0x353cB0x731
0x411bB0x3241B0x353cB0x731	0x412eB0x3241B0x353cB0x731
0x43dcB0x3161B0x3241B0x353cB0x731	0x43f3B0x3161B0x3241B0x353cB0x731
0x2131B0x857	0x214dB0x857
0x2187B0x857	0x21bdB0x857
0x12a4B0x44f	0x12c0B0x44f
0x307aB0x12faB0x44f	0x3094B0x12faB0x44f
0x309cB0x12faB0x44f	0x30a5B0x12faB0x44f
0x30b5B0x12faB0x44f	0x30c4B0x12faB0x44f
0x30c7B0x12faB0x44f	0x30d0B0x12faB0x44f
0x30f5B0x30e3B0x12faB0x44f	0x30feB0x30e3B0x12faB0x44f
0x1d63B0x747	0x1d7fB0x747
0x307aB0x1db9B0x747	0x3094B0x1db9B0x747
0x309cB0x1db9B0x747	0x30a5B0x1db9B0x747
0x30b5B0x1db9B0x747	0x30c4B0x1db9B0x747
0x30c7B0x1db9B0x747	0x30d0B0x1db9B0x747
0x30f5B0x30e3B0x1db9B0x747	0x30feB0x30e3B0x1db9B0x747
